"Datasheets","Image","Digi-Key Part Number","Manufacturer Part Number","Manufacturer","Description","Quantity Available","Factory Stock","Unit Price (CAD)","@ qty","Minimum Quantity","Series","Number of LABs/CLBs","Number of Logic Elements/Cells","Total RAM Bits","Number of I/O","Number of Gates","Voltage - Supply","Mounting Type","Operating Temperature","Package / Case","Supplier Device Package"
"https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/hb/cyclone-iv/cyclone4-handbook.pdf","http://media.digikey.com/Renders/Altera%20Renders/544;-04R-00476-2.0;-E;-144.jpg","544-2666-ND","EP4CE15E22C7N","Altera","IC FPGA 81 I/O 144EQFP",153,0,"43.20000",100,1,"Cyclone® IV E","963","15408","516096","81","-","1.15 V ~ 1.25 V","Surface Mount","0°C ~ 85°C","144-LQFP Exposed Pad","144-EQFP (20x20)"
"https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/hb/cyc3/cyc3_ciii51001.pdf","http://media.digikey.com/Renders/Altera%20Renders/DS-256BGA205-2_0.jpg","544-2417-ND","EP3C10F256C8N","Altera","IC FPGA 182 I/O 256FBGA",573,0,"43.86000",100,1,"Cyclone® III","645","10320","423936","182","-","1.15 V ~ 1.25 V","Surface Mount","0°C ~ 85°C","256-LBGA","256-FBGA (17x17)"
"http://www.xilinx.com/support/documentation/data_sheets/ds312.pdf","http://media.digikey.com/Renders/xilinx%20renders/PK053-256.jpg","122-1482-ND","XC3S250E-4FTG256C","Xilinx Inc.","IC FPGA 172 I/O 256FTBGA",445,0,"44.01000",100,1,"Spartan®-3E","612","5508","221184","172","250000","1.14 V ~ 1.26 V","Surface Mount","0°C ~ 85°C","256-LBGA","256-FTBGA (17x17)"
"http://media.digikey.com/pdf/Data%20Sheets/Altera%20PDFs/Cyclone_FPGA_Family.pdf","http://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/144-LQFP.jpg","544-1818-ND","EP1C6T144I7N","Altera","IC FPGA 98 I/O 144TQFP",263,0,"45.16000",100,1,"Cyclone®","598","5980","92160","98","-","1.425 V ~ 1.575 V","Surface Mount","-40°C ~ 100°C","144-LQFP","144-TQFP (20x20)"
"http://media.digikey.com/pdf/Data%20Sheets/Altera%20PDFs/Cyclone_FPGA_Family.pdf","http://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/144-LQFP.jpg","544-1815-ND","EP1C6T144C6N","Altera","IC FPGA 98 I/O 144TQFP",250,0,"45.16000",100,1,"Cyclone®","598","5980","92160","98","-","1.425 V ~ 1.575 V","Surface Mount","0°C ~ 85°C","144-LQFP","144-TQFP (20x20)"
"http://www.xilinx.com/support/documentation/data_sheets/ds312.pdf","http://media.digikey.com/Renders/xilinx%20renders/PK373-CP132.jpg","122-1484-ND","XC3S500E-4CPG132C","Xilinx Inc.","IC FPGA 92 I/O 132CSBGA",307,0,"45.26000",100,1,"Spartan®-3E","1164","10476","368640","92","500000","1.14 V ~ 1.26 V","Surface Mount","0°C ~ 85°C","132-TFBGA, CSPBGA","132-CSPBGA (8x8)"
"https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/ds/archives/acex.pdf","http://media.digikey.com/photos/Altera%20Photos/544-208-PQFP.jpg","544-1845-ND","EP1K50QC208-3N","Altera","IC FPGA 147 I/O 208QFP",489,0,"46.36000",100,1,"ACEX-1K®","360","2880","40960","147","199000","2.375 V ~ 2.625 V","Surface Mount","0°C ~ 85°C","208-BFQFP","208-PQFP (28x28)"
"https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/ds/archives/dsf6k.pdf","http://media.digikey.com/photos/Altera%20Photos/544-208-PQFP.jpg","544-1954-ND","EPF6016QC208-3N","Altera","IC FPGA 171 I/O 208QFP",144,0,"47.13000",100,1,"FLEX 6000","132","1320","-","171","16000","4.75 V ~ 5.25 V","Surface Mount","0°C ~ 85°C","208-BFQFP","208-PQFP (28x28)"
"http://www.xilinx.com/support/documentation/data_sheets/ds180_7Series_Overview.pdf","http://media.digikey.com/Photos/Xilinx%20Photos/324-CSPBGA.JPG","122-1927-ND","XC7A15T-1CSG324C","Xilinx Inc.","IC FPGA ARTIX7 250 I/O 324CSBGA",149,0,"47.98000",100,1,"Artix-7","1300","16640","921600","210","-","0.95 V ~ 1.05 V","Surface Mount","0°C ~ 85°C","324-LFBGA, CSPBGA","324-CSPBGA (15x15)"
"https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/hb/cyc3/cyc3_ciii51001.pdf","http://media.digikey.com/Renders/Altera%20Renders/DS-256BGA205-2_0.jpg","544-2437-ND","EP3C10U256C8N","Altera","IC FPGA 182 I/O 256UBGA",296,0,"48.16000",100,1,"Cyclone® III","645","10320","423936","182","-","1.15 V ~ 1.25 V","Surface Mount","0°C ~ 85°C","256-LFBGA","256-UBGA (14x14)"
"http://www.altera.com.cn/literature/hb/cyc2/cyc2_cii5v1_01.pdf","http://media.digikey.com/Renders/Altera%20Renders/DS-256BGA205-2_0.jpg","544-2151-ND","EP2C8F256I8N","Altera","IC FPGA 182 I/O 256FBGA",202,0,"48.25000",100,1,"Cyclone® II","516","8256","165888","182","-","1.15 V ~ 1.25 V","Surface Mount","-40°C ~ 100°C","256-LBGA","256-FBGA (17x17)"
"http://media.digikey.com/pdf/Data%20Sheets/Altera%20PDFs/Cyclone_FPGA_Family.pdf","http://media.digikey.com/photos/Altera%20Photos/544-240-PQFP.jpg","544-1814-ND","EP1C6Q240I7N","Altera","IC FPGA 185 I/O 240QFP",430,0,"48.77000",100,1,"Cyclone®","598","5980","92160","185","-","1.425 V ~ 1.575 V","Surface Mount","-40°C ~ 100°C","240-BFQFP","240-PQFP (32x32)"
"http://media.digikey.com/pdf/Data%20Sheets/Altera%20PDFs/Cyclone_FPGA_Family.pdf","http://media.digikey.com/photos/Altera%20Photos/544-240-PQFP.jpg","544-1811-ND","EP1C6Q240C6N","Altera","IC FPGA 185 I/O 240QFP",337,0,"48.77000",100,1,"Cyclone®","598","5980","92160","185","-","1.425 V ~ 1.575 V","Surface Mount","0°C ~ 85°C","240-BFQFP","240-PQFP (32x32)"
"http://www.altera.com.cn/literature/hb/cyc2/cyc2_cii5v1_01.pdf","http://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/144-LQFP.jpg","544-2155-ND","EP2C8T144C6N","Altera","IC FPGA 85 I/O 144TQFP",164,0,"49.46000",100,1,"Cyclone® II","516","8256","165888","85","-","1.15 V ~ 1.25 V","Surface Mount","0°C ~ 85°C","144-LQFP","144-TQFP (20x20)"
"https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/hb/cyc3/cyc3_ciii51001.pdf","http://media.digikey.com/Renders/Altera%20Renders/DS-256BGA205-2_0.jpg","544-2558-ND","EP3C5F256I7N","Altera","IC FPGA 182 I/O 256FBGA",414,0,"50.02000",100,1,"Cyclone® III","321","5136","423936","182","-","1.15 V ~ 1.25 V","Surface Mount","-40°C ~ 100°C","256-LBGA","256-FBGA (17x17)"
"https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/hb/cyclone-iv/cyclone4-handbook.pdf","http://media.digikey.com/Renders/Altera%20Renders/DS-256BGA205-2_0.jpg","544-2668-ND","EP4CE10F17C7N","Altera","IC FPGA 179 I/O 256FBGA",265,0,"50.28000",100,1,"Cyclone® IV E","645","10320","423936","179","-","1.15 V ~ 1.25 V","Surface Mount","0°C ~ 85°C","256-LBGA","256-FBGA (17x17)"
"https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/hb/cyclone-iv/cyclone4-handbook.pdf","http://media.digikey.com/Renders/Altera%20Renders/DS-484UBGA05-2_0.jpg","544-2809-ND","EP4CE15F23C8N","Altera","IC FPGA 343 I/O 484FBGA",338,0,"51.83000",100,1,"Cyclone® IV E","963","15408","516096","343","-","1.15 V ~ 1.25 V","Surface Mount","0°C ~ 85°C","484-BGA","484-FBGA (23x23)"
"https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/hb/cyc3/cyc3_ciii51001.pdf","http://media.digikey.com/Renders/Altera%20Renders/DS-256BGA205-2_0.jpg","544-2415-ND","EP3C10F256C7N","Altera","IC FPGA 182 I/O 256FBGA",206,0,"52.44000",100,1,"Cyclone® III","645","10320","423936","182","-","1.15 V ~ 1.25 V","Surface Mount","0°C ~ 85°C","256-LBGA","256-FBGA (17x17)"
"https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/hb/cyc3/cyc3_ciii51001.pdf","http://media.digikey.com/Renders/Altera%20Renders/164-MBGA.jpg","544-2541-ND","EP3C16M164C8N","Altera","IC FPGA 92 I/O 164MBGA",519,0,"53.19000",100,1,"Cyclone® III","963","15408","516096","92","-","1.15 V ~ 1.25 V","Surface Mount","0°C ~ 85°C","164-TFBGA","164-MBGA (8x8)"
"https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/hb/cyc3/cyc3_ciii51001.pdf","http://media.digikey.com/Renders/Altera%20Renders/544;-04R-00476-2.0;-E;-144.jpg","544-2535-ND","EP3C10E144I7N","Altera","IC FPGA 94 I/O 144EQFP",2728,0,"53.76000",100,1,"Cyclone® III","645","10320","423936","94","-","1.15 V ~ 1.25 V","Surface Mount","-40°C ~ 100°C","144-LQFP Exposed Pad","144-EQFP (20x20)"
"https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/hb/cyclone-iv/cyclone4-handbook.pdf","http://media.digikey.com/Renders/Altera%20Renders/DS-256BGA205-2_0.jpg","544-2664-ND","EP4CE15F17C7N","Altera","IC FPGA 165 I/O 256FBGA",372,0,"54.00000",100,1,"Cyclone® IV E","963","15408","516096","165","-","1.15 V ~ 1.25 V","Surface Mount","0°C ~ 85°C","256-LBGA","256-FBGA (17x17)"
"https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/hb/cyc3/cyc3_ciii51001.pdf","http://media.digikey.com/photos/Altera%20Photos/544-240-PQFP.jpg","544-2458-ND","EP3C16Q240C8N","Altera","IC FPGA 160 I/O 240QFP",436,0,"54.31000",100,1,"Cyclone® III","963","15408","516096","160","-","1.15 V ~ 1.25 V","Surface Mount","0°C ~ 85°C","240-BFQFP","240-PQFP (32x32)"
"https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/hb/cyclone-iv/cyclone4-handbook.pdf","http://media.digikey.com/Renders/Altera%20Renders/164-MBGA.jpg","544-2789-ND","EP4CE15M8I7N","Altera","IC FPGA 89 I/O 164MBGA",867,0,"54.35000",100,1,"Cyclone® IV E","963","15408","516096","89","-","1.15 V ~ 1.25 V","Surface Mount","-40°C ~ 100°C","164-TFBGA","164-MBGA (8x8)"
"https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/hb/cyc3/cyc3_ciii51001.pdf","http://media.digikey.com/Renders/Altera%20Renders/DS-256BGA205-2_0.jpg","544-2464-ND","EP3C16F256C8N","Altera","IC FPGA 168 I/O 256FBGA",967,0,"55.25000",100,1,"Cyclone® III","963","15408","516096","168","-","1.15 V ~ 1.25 V","Surface Mount","0°C ~ 85°C","256-LBGA","256-FBGA (17x17)"
"http://media.digikey.com/pdf/Data%20Sheets/Altera%20PDFs/Cyclone_FPGA_Family.pdf","http://media.digikey.com/Renders/Altera%20Renders/DS-256BGA205-2_0.jpg","544-1810-ND","EP1C6F256I7N","Altera","IC FPGA 185 I/O 256FBGA",283,0,"55.64000",100,1,"Cyclone®","598","5980","92160","185","-","1.425 V ~ 1.575 V","Surface Mount","-40°C ~ 100°C","256-BGA","256-FBGA (17x17)"
"https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/hb/cyclone-v/cv_51001.pdf","http://media.digikey.com/Photos/Altera%20Photos/EP4CGX150CF23C7N.jpg","544-2752-ND","5CEBA2F23C8N","Altera","IC FPGA 224 I/O 484FBGA",143,0,"56.38000",100,1,"Cyclone® V E","9434","25000","2002944","224","-","1.07 V ~ 1.13 V","Surface Mount","0°C ~ 85°C","484-BGA","484-FBGA (23x23)"
"https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/ds/archives/acex.pdf","http://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/144-LQFP.jpg","544-1848-ND","EP1K50TC144-2N","Altera","IC FPGA 102 I/O 144TQFP",244,0,"56.67000",100,1,"ACEX-1K®","360","2880","40960","102","199000","2.375 V ~ 2.625 V","Surface Mount","0°C ~ 85°C","144-LQFP","144-TQFP (20x20)"
"http://www.microsemi.com/document-portal/doc_download/130704-ds0097-proasic3-family-flash-fpgas-datasheet","http://media.digikey.com/Renders/Microsemi%20Renders/208-BFQFP.jpg","1100-1033-ND","A3P400-PQG208","Microsemi SoC","IC FPGA 151 I/O 208PQFP",170,0,"47.70860",100,1,"ProASIC3","-","-","55296","151","400000","1.425 V ~ 1.575 V","Surface Mount","0°C ~ 70°C","208-BFQFP","208-PQFP (28x28)"
"https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/hb/cyclone-v/cv_51001.pdf","http://media.digikey.com/photos/Altera%20Photos/544-324-FBGA.jpg","544-2749-ND","5CEBA2U15C8N","Altera","IC FPGA 176 I/O 324UBGA",122,0,"59.03000",100,1,"Cyclone® V E","9434","25000","2002944","176","-","1.07 V ~ 1.13 V","Surface Mount","0°C ~ 85°C","324-LFBGA","324-UBGA (15x15)"
"https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/hb/cyclone-iv/cyclone4-handbook.pdf","http://media.digikey.com/Renders/Altera%20Renders/DS-484UBGA05-2_0.jpg","544-2835-ND","EP4CE30F23C8N","Altera","IC FPGA 328 I/O 484FBGA",422,0,"59.61000",100,1,"Cyclone® IV E","1803","28848","608256","328","-","1.15 V ~ 1.25 V","Surface Mount","0°C ~ 85°C","484-BGA","484-FBGA (23x23)"
"http://www.altera.com.cn/literature/hb/cyc2/cyc2_cii5v1_01.pdf","http://media.digikey.com/Renders/Altera%20Renders/DS-256BGA205-2_0.jpg","544-2149-ND","EP2C8F256C6N","Altera","IC FPGA 182 I/O 256FBGA",116,0,"60.45000",100,1,"Cyclone® II","516","8256","165888","182","-","1.15 V ~ 1.25 V","Surface Mount","0°C ~ 85°C","256-LBGA","256-FBGA (17x17)"
"http://media.digikey.com/pdf/Data%20Sheets/Altera%20PDFs/Cyclone_FPGA_Family.pdf","http://media.digikey.com/photos/Altera%20Photos/544-240-PQFP.jpg","544-1795-ND","EP1C12Q240C8N","Altera","IC FPGA 173 I/O 240QFP",170,0,"60.95000",100,1,"Cyclone®","1206","12060","239616","173","-","1.425 V ~ 1.575 V","Surface Mount","0°C ~ 85°C","240-BFQFP","240-PQFP (32x32)"
"http://www.latticesemi.com/~/media/LatticeSemi/Documents/DataSheets/Lattice/LatticeECP3EAFamilyDataSheet.pdf","http://media.digikey.com/Photos/Lattice%20Semi%20Photos/484FPBGA.jpg","220-1545-ND","LFE3-17EA-6FN484I","Lattice Semiconductor Corporation","IC FPGA 222 I/O 484BGA",134,0,"50.07090",100,1,"ECP3","2125","17000","716800","222","-","1.14 V ~ 1.26 V","Surface Mount","-40°C ~ 100°C","484-BBGA","484-FPBGA (23x23)"
"https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/ds/archives/acex.pdf","http://media.digikey.com/photos/Altera%20Photos/544-208-PQFP.jpg","544-1844-ND","EP1K50QC208-2N","Altera","IC FPGA 147 I/O 208QFP",387,0,"62.85000",100,1,"ACEX-1K®","360","2880","40960","147","199000","2.375 V ~ 2.625 V","Surface Mount","0°C ~ 85°C","208-BFQFP","208-PQFP (28x28)"
"http://media.digikey.com/pdf/Data%20Sheets/Altera%20PDFs/Cyclone_FPGA_Family.pdf","http://media.digikey.com/Renders/Altera%20Renders/DS-256BGA205-2_0.jpg","544-1791-ND","EP1C12F256C8N","Altera","IC FPGA 185 I/O 256FBGA",184,0,"64.04000",100,1,"Cyclone®","1206","12060","239616","185","-","1.425 V ~ 1.575 V","Surface Mount","0°C ~ 85°C","256-BGA","256-FBGA (17x17)"
"https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/hb/cyclone-iv/cyclone4-handbook.pdf","http://media.digikey.com/Renders/Altera%20Renders/DS-256BGA205-2_0.jpg","544-2832-ND","EP4CE15F17I7N","Altera","IC FPGA 165 I/O 256FBGA",223,0,"64.79000",100,1,"Cyclone® IV E","963","15408","516096","165","-","1.15 V ~ 1.25 V","Surface Mount","-40°C ~ 100°C","256-LBGA","256-FBGA (17x17)"
"https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/hb/cyclone-iv/cyclone4-handbook.pdf","http://media.digikey.com/Renders/Altera%20Renders/DS-484UBGA05-2_0.jpg","544-2662-ND","EP4CE15F23C7N","Altera","IC FPGA 343 I/O 484FBGA",218,0,"64.79000",100,1,"Cyclone® IV E","963","15408","516096","343","-","1.15 V ~ 1.25 V","Surface Mount","0°C ~ 85°C","484-BGA","484-FBGA (23x23)"
"https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/hb/cyc3/cyc3_ciii51001.pdf","http://media.digikey.com/Renders/Altera%20Renders/DS-256BGA205-2_0.jpg","544-2536-ND","EP3C10F256I7N","Altera","IC FPGA 182 I/O 256FBGA",170,0,"65.70000",100,1,"Cyclone® III","645","10320","423936","182","-","1.15 V ~ 1.25 V","Surface Mount","-40°C ~ 100°C","256-LBGA","256-FBGA (17x17)"
"http://www.microsemi.com/document-portal/doc_download/130694-igloo-low-power-flash-fpgas-datasheet","http://media.digikey.com/Photos/Microsemi%20Photos/196-CSP.JPG","1100-1109-ND","AGL400V5-CSG196","Microsemi SoC","IC FPGA 143 I/O 196CSP",615,0,"53.53220",100,1,"IGLOO","-","9216","55296","143","400000","1.425 V ~ 1.575 V","Surface Mount","0°C ~ 70°C","196-TFBGA, CSBGA","196-CSP (8x8)"
"https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/hb/cyc3/cyc3_ciii51001.pdf","http://media.digikey.com/Renders/Altera%20Renders/DS-256BGA205-2_0.jpg","544-2463-ND","EP3C16F256C7N","Altera","IC FPGA 168 I/O 256FBGA",163,0,"66.25000",100,1,"Cyclone® III","963","15408","516096","168","-","1.15 V ~ 1.25 V","Surface Mount","0°C ~ 85°C","256-LBGA","256-FBGA (17x17)"
"https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/hb/cyclone-iv/cyclone4-handbook.pdf","http://media.digikey.com/Renders/Altera%20Renders/544;-04R-00476-2.0;-E;-144.jpg","544-2660-ND","EP4CE22E22C7N","Altera","IC FPGA 79 I/O 144EQFP",185,0,"66.30000",100,1,"Cyclone® IV E","1395","22320","608256","79","-","1.15 V ~ 1.25 V","Surface Mount","0°C ~ 85°C","144-LQFP Exposed Pad","144-EQFP (20x20)"
"https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/ds/archives/dsf6k.pdf","http://media.digikey.com/photos/Altera%20Photos/544-208-PQFP.jpg","544-1953-ND","EPF6016QC208-2N","Altera","IC FPGA 171 I/O 208QFP",206,0,"66.97000",100,1,"FLEX 6000","132","1320","-","171","16000","4.75 V ~ 5.25 V","Surface Mount","0°C ~ 85°C","208-BFQFP","208-PQFP (28x28)"
"http://media.digikey.com/pdf/Data%20Sheets/Altera%20PDFs/Cyclone_FPGA_Family.pdf","http://media.digikey.com/photos/Altera%20Photos/544-324-FBGA.jpg","544-1792-ND","EP1C12F324C8N","Altera","IC FPGA 249 I/O 324FBGA",108,0,"67.14000",100,1,"Cyclone®","1206","12060","239616","249","-","1.425 V ~ 1.575 V","Surface Mount","0°C ~ 85°C","324-BGA","324-FBGA (19x19)"
"http://www.microsemi.com/document-portal/doc_download/130704-ds0097-proasic3-family-flash-fpgas-datasheet","http://media.digikey.com/Photos/Microsemi%20Photos/144-LBGA.JPG","1100-1034-ND","A3P600-FGG144","Microsemi SoC","IC FPGA 97 I/O 144FBGA",364,0,"55.54810",100,1,"ProASIC3","-","-","110592","97","600000","1.425 V ~ 1.575 V","Surface Mount","0°C ~ 70°C","144-LBGA","144-FPBGA (13x13)"
"https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/ds/archives/dsf6k.pdf","http://media.digikey.com/photos/Altera%20Photos/544-208-PQFP.jpg","544-1957-ND","EPF6024AQC208-3N","Altera","IC FPGA 171 I/O 208QFP",385,0,"69.54000",100,1,"FLEX 6000","196","1960","-","171","24000","3 V ~ 3.6 V","Surface Mount","0°C ~ 85°C","208-BFQFP","208-PQFP (28x28)"
"http://www.microsemi.com/document-portal/doc_download/132042-igloo2-fpga-datasheet","http://media.digikey.com/Renders/Microsemi%20Renders/484-BGA.jpg","1100-1180-ND","M2GL010-FGG484I","Microsemi SoC","IC FPGA 233 I/O 10K LUT 484FBGA",580,0,"56.73520",100,1,"IGLOO2","-","12084","933888","233","-","1.14 V ~ 2.625 V","Surface Mount","-40°C ~ 100°C","484-BGA","484-FPBGA (23x23)"
"http://www.microsemi.com/index.php?option=com_docman&task=doc_download&gid=130699 ","http://media.digikey.com/Renders/Cypress%20Semi%20Renders/68-PLCC.jpg","1100-1044-ND","A40MX02-PLG68","Microsemi SoC","IC FPGA 57 I/O 68PLCC",166,0,"57.40720",100,1,"MX","-","-","-","57","3000","3 V ~ 3.6 V, 4.75 V ~ 5.25 V","Surface Mount","0°C ~ 70°C","68-LCC (J-Lead)","68-PLCC (24.23x24.23)"
"http://www.altera.com.cn/literature/hb/cyc2/cyc2_cii5v1_01.pdf","http://media.digikey.com/Renders/Altera%20Renders/DS-256BGA205-2_0.jpg","544-1658-ND","EP2C20F256C8N","Altera","IC FPGA 152 I/O 256FBGA",119,0,"73.32000",100,1,"Cyclone® II","1172","18752","239616","152","-","1.15 V ~ 1.25 V","Surface Mount","0°C ~ 85°C","256-LBGA","256-FBGA (17x17)"
"https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/hb/cyc3/cyc3_ciii51001.pdf","http://media.digikey.com/Renders/Altera%20Renders/DS-484UBGA05-2_0.jpg","544-2473-ND","EP3C16F484C7N","Altera","IC FPGA 346 I/O 484FBGA",178,0,"74.47000",100,1,"Cyclone® III","963","15408","516096","346","-","1.15 V ~ 1.25 V","Surface Mount","0°C ~ 85°C","484-BGA","484-FBGA (23x23)"
"https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/hb/cyclone-iv/cyclone4-handbook.pdf","http://media.digikey.com/Renders/Altera%20Renders/DS-484UBGA05-2_0.jpg","544-2656-ND","EP4CE30F23C7N","Altera","IC FPGA 328 I/O 484FBGA",457,0,"74.51000",100,1,"Cyclone® IV E","1803","28848","608256","328","-","1.15 V ~ 1.25 V","Surface Mount","0°C ~ 85°C","484-BGA","484-FBGA (23x23)"
"http://www.microsemi.com/document-portal/doc_download/130704-ds0097-proasic3-family-flash-fpgas-datasheet","http://media.digikey.com/Renders/Microsemi%20Renders/208-BFQFP.jpg","1100-1036-ND","A3P600-PQG208","Microsemi SoC","IC FPGA 154 I/O 208PQFP",197,0,"61.59570",100,1,"ProASIC3","-","-","110592","154","600000","1.425 V ~ 1.575 V","Surface Mount","0°C ~ 70°C","208-BFQFP","208-PQFP (28x28)"
"https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/hb/cyclone-iv/cyiv-53001.pdf","http://media.digikey.com/Renders/Altera%20Renders/169-FBGA.jpg","544-2726-ND","EP4CGX22BF14C7N","Altera","IC FPGA 72 I/O 169FBGA",124,0,"76.08000",100,1,"Cyclone® IV GX","1330","21280","774144","72","-","1.16 V ~ 1.24 V","Surface Mount","0°C ~ 85°C","169-LBGA","169-FBGA (14x14)"
"https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/hb/cyclone-v/cv_51001.pdf","http://media.digikey.com/Renders/Altera%20Renders/DS-256BGA205-2_0.jpg","544-2997-ND","5CEBA2F17C6N","Altera","IC FPGA 128 I/O 256FBGA",120,0,"77.98000",100,1,"Cyclone® V E","9434","25000","2002944","128","-","1.07 V ~ 1.13 V","Surface Mount","0°C ~ 85°C","256-LBGA","256-FBGA (17x17)"
"http://www.xilinx.com/support/documentation/data_sheets/ds001.pdf","http://media.digikey.com/Renders/Xilinx%20Renders/122;-PK034;-FG,-FGG;-456.jpg","122-1798-ND","XC2S150-6FGG456C","Xilinx Inc.","IC FPGA 260 I/O 456FBGA",253,0,"78.19000",100,1,"Spartan®-II","864","3888","49152","260","150000","2.375 V ~ 2.625 V","Surface Mount","0°C ~ 85°C","456-BBGA","456-FBGA (23x23)"
"https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/hb/cyclone-iv/cyclone4-handbook.pdf","http://media.digikey.com/photos/Altera%20Photos/544-780-FBGA.jpg","544-2689-ND","EP4CE30F29C7N","Altera","IC FPGA 532 I/O 780FBGA",158,0,"78.19000",100,1,"Cyclone® IV E","1803","28848","608256","532","-","1.15 V ~ 1.25 V","Surface Mount","0°C ~ 85°C","780-BGA","780-FBGA (29x29)"
"http://www.microsemi.com/index.php?option=com_docman&task=doc_download&gid=130699 ","http://media.digikey.com/Renders/Allegro%20Microsystems%20Renders/44-LCC%20(J-Lead).jpg","1100-1045-ND","A40MX04-PLG44","Microsemi SoC","IC FPGA 34 I/O 44PLCC",293,0,"66.40830",100,1,"MX","-","-","-","34","6000","3 V ~ 3.6 V, 4.75 V ~ 5.25 V","Surface Mount","0°C ~ 70°C","44-LCC (J-Lead)","44-PLCC (16.59x16.59)"
"https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/hb/cyclone-iv/cyclone4-handbook.pdf","http://media.digikey.com/Renders/Altera%20Renders/544;-04R-00476-2.0;-E;-144.jpg","544-2659-ND","EP4CE22E22I8LN","Altera","IC FPGA 79 I/O 144EQFP",492,0,"79.56000",100,1,"Cyclone® IV E","1395","22320","608256","79","-","0.97 V ~ 1.03 V","Surface Mount","-40°C ~ 100°C","144-LQFP Exposed Pad","144-EQFP (20x20)"
"https://www.altera.com/content/dam/altera-www/global/en_US/pdfs/literature/hb/cyc3/cyc3_ciii51001.pdf","http://media.digikey.com/photos/Altera%20Photos/544-240-PQFP.jpg","544-2076-ND","EP3C25Q240C8N","Altera","IC FPGA 148 I/O 240QFP",648,0,"79.69000",100,1,"Cyclone® III","1539","24624","608256","148","-","1.15 V ~ 1.25 V","Surface Mount","0°C ~ 85°C","240-BFQFP","240-PQFP (32x32)"
"http://www.microsemi.com/index.php?option=com_docman&task=doc_download&gid=130699 ","http://media.digikey.com/Renders/Cypress%20Semi%20Renders/68-PLCC.jpg","1100-1046-ND","A40MX04-PLG68","Microsemi SoC","IC FPGA 57 I/O 68PLCC",627,0,"67.34790",100,1,"MX","-","-","-","57","6000","3 V ~ 3.6 V, 4.75 V ~ 5.25 V","Surface Mount","0°C ~ 70°C","68-LCC (J-Lead)","68-PLCC (24.23x24.23)"
"http://www.altera.com.cn/literature/hb/cyc2/cyc2_cii5v1_01.pdf","http://media.digikey.com/Renders/Altera%20Renders/DS-484UBGA05-2_0.jpg","544-1668-ND","EP2C20F484C8N","Altera","IC FPGA 315 I/O 484FBGA",237,0,"80.53000",100,1,"Cyclone® II","1172","18752","239616","315","-","1.15 V ~ 1.25 V","Surface Mount","0°C ~ 85°C","484-BGA","484-FBGA (23x23)"
"http://www.microsemi.com/index.php?option=com_docman&task=doc_download&gid=130699 ","http://media.digikey.com/Photos/Microsemi%20Photos/84-LCC.JPG","1100-1047-ND","A40MX04-PLG84","Microsemi SoC","IC FPGA 69 I/O 84PLCC",204,0,"68.33010",100,1,"MX","-","-","-","69","6000","3 V ~ 3.6 V, 4.75 V ~ 5.25 V","Surface Mount","0°C ~ 70°C","84-LCC (J-Lead)","84-PLCC (29.31x29.31)"
